GO.ID	Term	Annotated	Significant	Expected	Rank in weightFisher	classicFisher	weightFisher	p.adj
GO:0071471	cellular response to non-ionic osmotic s...	1	0	0.38	14220	1.00000	1.00000	1
GO:0071502	cellular response to temperature stimulu...	3	0	1.15	14221	1.00000	1.00000	1
GO:0071579	regulation of zinc ion transport	2	0	0.76	14222	1.00000	1.00000	1
GO:0071580	regulation of zinc ion transmembrane tra...	1	0	0.38	14223	1.00000	1.00000	1
GO:0071581	regulation of zinc ion transmembrane imp...	1	0	0.38	14224	1.00000	1.00000	1
GO:0071582	negative regulation of zinc ion transpor...	1	0	0.38	14225	1.00000	1.00000	1
GO:0071583	negative regulation of zinc ion transmem...	1	0	0.38	14226	1.00000	1.00000	1
GO:0071584	negative regulation of zinc ion transmem...	1	0	0.38	14227	1.00000	1.00000	1
GO:0071610	chemokine (C-C motif) ligand 1 productio...	1	0	0.38	14228	1.00000	1.00000	1
GO:0071611	granulocyte colony-stimulating factor pr...	5	0	1.91	14229	1.00000	1.00000	1
GO:0071623	negative regulation of granulocyte chemo...	4	0	1.53	14230	1.00000	1.00000	1
GO:0071626	mastication	4	0	1.53	14231	1.00000	1.00000	1
GO:0071642	positive regulation of macrophage inflam...	2	0	0.76	14232	1.00000	1.00000	1
GO:0071652	regulation of chemokine (C-C motif) liga...	1	0	0.38	14233	1.00000	1.00000	1
GO:0071654	positive regulation of chemokine (C-C mo...	1	0	0.38	14234	1.00000	1.00000	1
GO:0071655	regulation of granulocyte colony-stimula...	5	0	1.91	14235	1.00000	1.00000	1
GO:0071656	negative regulation of granulocyte colon...	1	0	0.38	14236	1.00000	1.00000	1
GO:0071657	positive regulation of granulocyte colon...	4	0	1.53	14237	1.00000	1.00000	1
GO:0071673	positive regulation of smooth muscle cel...	4	0	1.53	14238	1.00000	1.00000	1
GO:0071693	protein transport within extracellular r...	1	0	0.38	14239	1.00000	1.00000	1
GO:0071698	olfactory placode development	3	0	1.15	14240	1.00000	1.00000	1
GO:0071699	olfactory placode morphogenesis	3	0	1.15	14241	1.00000	1.00000	1
GO:0071724	response to diacyl bacterial lipopeptide	4	0	1.53	14242	1.00000	1.00000	1
GO:0071725	response to triacyl bacterial lipopeptid...	3	0	1.15	14243	1.00000	1.00000	1
GO:0071726	cellular response to diacyl bacterial li...	4	0	1.53	14244	1.00000	1.00000	1
GO:0071727	cellular response to triacyl bacterial l...	3	0	1.15	14245	1.00000	1.00000	1
GO:0071831	intermediate-density lipoprotein particl...	1	0	0.38	14246	1.00000	1.00000	1
GO:0071873	response to norepinephrine	2	0	0.76	14247	1.00000	1.00000	1
GO:0071874	cellular response to norepinephrine stim...	2	0	0.76	14248	1.00000	1.00000	1
GO:0071882	phospholipase C-activating adrenergic re...	1	0	0.38	14249	1.00000	1.00000	1
GO:0071911	synchronous neurotransmitter secretion	1	0	0.38	14250	1.00000	1.00000	1
GO:0071926	endocannabinoid signaling pathway	4	0	1.53	14251	1.00000	1.00000	1
GO:0071929	alpha-tubulin acetylation	1	0	0.38	14252	1.00000	1.00000	1
GO:0071938	vitamin A transport	1	0	0.38	14253	1.00000	1.00000	1
GO:0071939	vitamin A import into cell	1	0	0.38	14254	1.00000	1.00000	1
GO:0071951	conversion of methionyl-tRNA to N-formyl...	2	0	0.76	14255	1.00000	1.00000	1
GO:0071965	multicellular organismal locomotion	2	0	0.76	14256	1.00000	1.00000	1
GO:0072016	glomerular parietal epithelial cell deve...	1	0	0.38	14257	1.00000	1.00000	1
GO:0072020	proximal straight tubule development	1	0	0.38	14258	1.00000	1.00000	1
GO:0072022	descending thin limb development	1	0	0.38	14259	1.00000	1.00000	1
GO:0072027	connecting tubule development	1	0	0.38	14260	1.00000	1.00000	1
GO:0072032	proximal convoluted tubule segment 2 dev...	1	0	0.38	14261	1.00000	1.00000	1
GO:0072034	renal vesicle induction	3	0	1.15	14262	1.00000	1.00000	1
GO:0072036	mesenchymal to epithelial transition inv...	1	0	0.38	14263	1.00000	1.00000	1
GO:0072046	establishment of planar polarity involve...	2	0	0.76	14264	1.00000	1.00000	1
GO:0072055	renal cortex development	1	0	0.38	14265	1.00000	1.00000	1
GO:0072059	cortical collecting duct development	1	0	0.38	14266	1.00000	1.00000	1
GO:0072060	outer medullary collecting duct developm...	1	0	0.38	14267	1.00000	1.00000	1
GO:0072061	inner medullary collecting duct developm...	2	0	0.76	14268	1.00000	1.00000	1
GO:0072071	kidney interstitial fibroblast different...	2	0	0.76	14269	1.00000	1.00000	1
GO:0072095	regulation of branch elongation involved...	3	0	1.15	14270	1.00000	1.00000	1
GO:0072098	anterior/posterior pattern specification...	1	0	0.38	14271	1.00000	1.00000	1
GO:0072105	ureteric peristalsis	2	0	0.76	14272	1.00000	1.00000	1
GO:0072137	condensed mesenchymal cell proliferation	4	0	1.53	14273	1.00000	1.00000	1
GO:0072138	mesenchymal cell proliferation involved ...	2	0	0.76	14274	1.00000	1.00000	1
GO:0072139	glomerular parietal epithelial cell diff...	3	0	1.15	14275	1.00000	1.00000	1
GO:0072141	renal interstitial fibroblast developmen...	2	0	0.76	14276	1.00000	1.00000	1
GO:0072158	proximal tubule morphogenesis	1	0	0.38	14277	1.00000	1.00000	1
GO:0072165	anterior mesonephric tubule development	1	0	0.38	14278	1.00000	1.00000	1
GO:0072167	specification of mesonephric tubule iden...	1	0	0.38	14279	1.00000	1.00000	1
GO:0072168	specification of anterior mesonephric tu...	1	0	0.38	14280	1.00000	1.00000	1
GO:0072169	specification of posterior mesonephric t...	1	0	0.38	14281	1.00000	1.00000	1
GO:0072180	mesonephric duct morphogenesis	4	0	1.53	14282	1.00000	1.00000	1
GO:0072181	mesonephric duct formation	2	0	0.76	14283	1.00000	1.00000	1
GO:0072184	renal vesicle progenitor cell differenti...	1	0	0.38	14284	1.00000	1.00000	1
GO:0072190	ureter urothelium development	2	0	0.76	14285	1.00000	1.00000	1
GO:0072191	ureter smooth muscle development	3	0	1.15	14286	1.00000	1.00000	1
GO:0072193	ureter smooth muscle cell differentiatio...	3	0	1.15	14287	1.00000	1.00000	1
GO:0072194	kidney smooth muscle tissue development	3	0	1.15	14288	1.00000	1.00000	1
GO:0072195	kidney smooth muscle cell differentiatio...	1	0	0.38	14289	1.00000	1.00000	1
GO:0072198	mesenchymal cell proliferation involved ...	3	0	1.15	14290	1.00000	1.00000	1
GO:0072199	regulation of mesenchymal cell prolifera...	3	0	1.15	14291	1.00000	1.00000	1
GO:0072200	negative regulation of mesenchymal cell ...	1	0	0.38	14292	1.00000	1.00000	1
GO:0072208	metanephric smooth muscle tissue develop...	2	0	0.76	14293	1.00000	1.00000	1
GO:0072209	metanephric mesangial cell differentiati...	2	0	0.76	14294	1.00000	1.00000	1
GO:0072214	metanephric cortex development	1	0	0.38	14295	1.00000	1.00000	1
GO:0072216	positive regulation of metanephros devel...	3	0	1.15	14296	1.00000	1.00000	1
GO:0072217	negative regulation of metanephros devel...	1	0	0.38	14297	1.00000	1.00000	1
GO:0072219	metanephric cortical collecting duct dev...	1	0	0.38	14298	1.00000	1.00000	1
GO:0072220	metanephric descending thin limb develop...	1	0	0.38	14299	1.00000	1.00000	1
GO:0072230	metanephric proximal straight tubule dev...	1	0	0.38	14300	1.00000	1.00000	1
GO:0072232	metanephric proximal convoluted tubule s...	1	0	0.38	14301	1.00000	1.00000	1
GO:0072244	metanephric glomerular epithelium develo...	3	0	1.15	14302	1.00000	1.00000	1
GO:0072248	metanephric podocyte differentiation	3	0	1.15	14303	1.00000	1.00000	1
GO:0072249	metanephric podocyte development	3	0	1.15	14304	1.00000	1.00000	1
GO:0072254	metanephric glomerular mesangial cell di...	2	0	0.76	14305	1.00000	1.00000	1
GO:0072255	metanephric glomerular mesangial cell de...	1	0	0.38	14306	1.00000	1.00000	1
GO:0072258	metanephric interstitial fibroblast diff...	1	0	0.38	14307	1.00000	1.00000	1
GO:0072259	metanephric interstitial fibroblast deve...	1	0	0.38	14308	1.00000	1.00000	1
GO:0072274	metanephric glomerular basement membrane...	1	0	0.38	14309	1.00000	1.00000	1
GO:0072275	metanephric glomerulus morphogenesis	3	0	1.15	14310	1.00000	1.00000	1
GO:0072276	metanephric glomerulus vasculature morph...	3	0	1.15	14311	1.00000	1.00000	1
GO:0072277	metanephric glomerular capillary formati...	3	0	1.15	14312	1.00000	1.00000	1
GO:0072285	mesenchymal to epithelial transition inv...	1	0	0.38	14313	1.00000	1.00000	1
GO:0072286	metanephric connecting tubule developmen...	1	0	0.38	14314	1.00000	1.00000	1
GO:0072298	regulation of metanephric glomerulus dev...	3	0	1.15	14315	1.00000	1.00000	1
GO:0072300	positive regulation of metanephric glome...	3	0	1.15	14316	1.00000	1.00000	1
GO:0072312	metanephric glomerular epithelial cell d...	3	0	1.15	14317	1.00000	1.00000	1
GO:0072313	metanephric glomerular epithelial cell d...	3	0	1.15	14318	1.00000	1.00000	1
GO:0072338	lactam metabolic process	3	0	1.15	14319	1.00000	1.00000	1
GO:0072340	lactam catabolic process	1	0	0.38	14320	1.00000	1.00000	1
GO:0072343	pancreatic stellate cell proliferation	2	0	0.76	14321	1.00000	1.00000	1
GO:0072347	response to anesthetic	1	0	0.38	14322	1.00000	1.00000	1
GO:0072377	blood coagulation, common pathway	2	0	0.76	14323	1.00000	1.00000	1
GO:0072489	methylammonium transmembrane transport	2	0	0.76	14324	1.00000	1.00000	1
GO:0072513	positive regulation of secondary heart f...	4	0	1.53	14325	1.00000	1.00000	1
GO:0072579	glycine receptor clustering	1	0	0.38	14326	1.00000	1.00000	1
GO:0072721	cellular response to dithiothreitol	1	0	0.38	14327	1.00000	1.00000	1
GO:0072722	response to amitrole	1	0	0.38	14328	1.00000	1.00000	1
GO:0072740	cellular response to anisomycin	2	0	0.76	14329	1.00000	1.00000	1
GO:0072750	cellular response to leptomycin B	1	0	0.38	14330	1.00000	1.00000	1
GO:0072757	cellular response to camptothecin	4	0	1.53	14331	1.00000	1.00000	1
GO:0075512	clathrin-dependent endocytosis of virus ...	1	0	0.38	14332	1.00000	1.00000	1
GO:0075713	establishment of integrated proviral lat...	1	0	0.38	14333	1.00000	1.00000	1
GO:0080021	response to benzoic acid	1	0	0.38	14334	1.00000	1.00000	1
GO:0080129	proteasome core complex assembly	1	0	0.38	14335	1.00000	1.00000	1
GO:0080170	hydrogen peroxide transmembrane transpor...	2	0	0.76	14336	1.00000	1.00000	1
GO:0080184	response to phenylpropanoid	6	0	2.29	14337	1.00000	1.00000	1
GO:0086017	Purkinje myocyte action potential	4	0	1.53	14338	1.00000	1.00000	1
GO:0086028	bundle of His cell to Purkinje myocyte s...	7	0	2.67	14339	1.00000	1.00000	1
GO:0086029	Purkinje myocyte to ventricular cardiac ...	6	0	2.29	14340	1.00000	1.00000	1
GO:0086043	bundle of His cell action potential	7	0	2.67	14341	1.00000	1.00000	1
GO:0086044	atrial cardiac muscle cell to AV node ce...	1	0	0.38	14342	1.00000	1.00000	1
GO:0086047	membrane depolarization during Purkinje ...	3	0	1.15	14343	1.00000	1.00000	1
GO:0086048	membrane depolarization during bundle of...	3	0	1.15	14344	1.00000	1.00000	1
GO:0086050	membrane repolarization during bundle of...	1	0	0.38	14345	1.00000	1.00000	1
GO:0086052	membrane repolarization during SA node c...	1	0	0.38	14346	1.00000	1.00000	1
GO:0086054	bundle of His cell to Purkinje myocyte c...	2	0	0.76	14347	1.00000	1.00000	1
GO:0086055	Purkinje myocyte to ventricular cardiac ...	1	0	0.38	14348	1.00000	1.00000	1
GO:0086068	Purkinje myocyte to ventricular cardiac ...	6	0	2.29	14349	1.00000	1.00000	1
GO:0090024	negative regulation of neutrophil chemot...	4	0	1.53	14350	1.00000	1.00000	1
GO:0090031	positive regulation of steroid hormone b...	4	0	1.53	14351	1.00000	1.00000	1
GO:0090034	regulation of chaperone-mediated protein...	1	0	0.38	14352	1.00000	1.00000	1
GO:0090035	positive regulation of chaperone-mediate...	1	0	0.38	14353	1.00000	1.00000	1
GO:0090076	relaxation of skeletal muscle	4	0	1.53	14354	1.00000	1.00000	1
GO:0090088	regulation of oligopeptide transport	2	0	0.76	14355	1.00000	1.00000	1
GO:0090089	regulation of dipeptide transport	2	0	0.76	14356	1.00000	1.00000	1
GO:0090104	pancreatic epsilon cell differentiation	1	0	0.38	14357	1.00000	1.00000	1
GO:0090122	cholesterol ester hydrolysis involved in...	1	0	0.38	14358	1.00000	1.00000	1
GO:0090126	protein-containing complex assembly invo...	1	0	0.38	14359	1.00000	1.00000	1
GO:0090143	nucleoid organization	1	0	0.38	14360	1.00000	1.00000	1
GO:0090144	mitochondrial nucleoid organization	1	0	0.38	14361	1.00000	1.00000	1
GO:0090152	establishment of protein localization to...	1	0	0.38	14362	1.00000	1.00000	1
GO:0090171	chondrocyte morphogenesis	1	0	0.38	14363	1.00000	1.00000	1
GO:0090191	negative regulation of branching involve...	2	0	0.76	14364	1.00000	1.00000	1
GO:0090194	negative regulation of glomerulus develo...	1	0	0.38	14365	1.00000	1.00000	1
GO:0090214	spongiotrophoblast layer developmental g...	2	0	0.76	14366	1.00000	1.00000	1
GO:0090244	Wnt signaling pathway involved in somito...	3	0	1.15	14367	1.00000	1.00000	1
GO:0090246	convergent extension involved in somitog...	1	0	0.38	14368	1.00000	1.00000	1
GO:0090259	regulation of retinal ganglion cell axon...	4	0	1.53	14369	1.00000	1.00000	1
GO:0090260	negative regulation of retinal ganglion ...	2	0	0.76	14370	1.00000	1.00000	1
GO:0090262	regulation of transcription-coupled nucl...	1	0	0.38	14371	1.00000	1.00000	1
GO:0090273	regulation of somatostatin secretion	2	0	0.76	14372	1.00000	1.00000	1
GO:0090274	positive regulation of somatostatin secr...	1	0	0.38	14373	1.00000	1.00000	1
GO:0090275	negative regulation of somatostatin secr...	1	0	0.38	14374	1.00000	1.00000	1
GO:0090298	negative regulation of mitochondrial DNA...	1	0	0.38	14375	1.00000	1.00000	1
GO:0090320	regulation of chylomicron remnant cleara...	1	0	0.38	14376	1.00000	1.00000	1
GO:0090321	positive regulation of chylomicron remna...	1	0	0.38	14377	1.00000	1.00000	1
GO:0090323	prostaglandin secretion involved in immu...	1	0	0.38	14378	1.00000	1.00000	1
GO:0090347	regulation of cellular organohalogen met...	1	0	0.38	14379	1.00000	1.00000	1
GO:0090348	regulation of cellular organofluorine me...	1	0	0.38	14380	1.00000	1.00000	1
GO:0090349	negative regulation of cellular organoha...	1	0	0.38	14381	1.00000	1.00000	1
GO:0090350	negative regulation of cellular organofl...	1	0	0.38	14382	1.00000	1.00000	1
GO:0090357	regulation of tryptophan metabolic proce...	1	0	0.38	14383	1.00000	1.00000	1
GO:0090362	positive regulation of platelet-derived ...	2	0	0.76	14384	1.00000	1.00000	1
GO:0090368	regulation of ornithine metabolic proces...	1	0	0.38	14385	1.00000	1.00000	1
GO:0090389	phagosome-lysosome fusion involved in ap...	1	0	0.38	14386	1.00000	1.00000	1
GO:0090592	DNA synthesis involved in DNA replicatio...	1	0	0.38	14387	1.00000	1.00000	1
GO:0090616	mitochondrial mRNA 3'-end processing	1	0	0.38	14388	1.00000	1.00000	1
GO:0090663	galanin-activated signaling pathway	2	0	0.76	14389	1.00000	1.00000	1
GO:0090675	intermicrovillar adhesion	2	0	0.76	14390	1.00000	1.00000	1
GO:0090676	calcium ion transmembrane transport via ...	1	0	0.38	14391	1.00000	1.00000	1
GO:0090731	cellular response to very-low-density li...	1	0	0.38	14392	1.00000	1.00000	1
GO:0093001	glycolysis from storage polysaccharide t...	1	0	0.38	14393	1.00000	1.00000	1
GO:0097036	regulation of plasma membrane sterol dis...	1	0	0.38	14394	1.00000	1.00000	1
GO:0097052	L-kynurenine metabolic process	7	0	2.67	14395	1.00000	1.00000	1
GO:0097053	L-kynurenine catabolic process	4	0	1.53	14396	1.00000	1.00000	1
GO:0097080	plasma membrane selenite transport	1	0	0.38	14397	1.00000	1.00000	1
GO:0097086	amniotic stem cell differentiation	1	0	0.38	14398	1.00000	1.00000	1
GO:0097087	interleukin-17A production	1	0	0.38	14399	1.00000	1.00000	1
GO:0097112	gamma-aminobutyric acid receptor cluster...	5	0	1.91	14400	1.00000	1.00000	1
GO:0097115	neurexin clustering involved in presynap...	1	0	0.38	14401	1.00000	1.00000	1
GO:0097117	guanylate kinase-associated protein clus...	2	0	0.76	14402	1.00000	1.00000	1
GO:0097118	neuroligin clustering involved in postsy...	3	0	1.15	14403	1.00000	1.00000	1
GO:0097195	pilomotor reflex	3	0	1.15	14404	1.00000	1.00000	1
GO:0097211	cellular response to gonadotropin-releas...	5	0	1.91	14405	1.00000	1.00000	1
GO:0097238	cellular response to methylglyoxal	1	0	0.38	14406	1.00000	1.00000	1
GO:0097267	omega-hydroxylase P450 pathway	11	0	4.2	14407	1.00000	1.00000	1
GO:0097279	histamine secretion mediated by IgE immu...	1	0	0.38	14408	1.00000	1.00000	1
GO:0097280	histamine secretion mediated by immunogl...	1	0	0.38	14409	1.00000	1.00000	1
GO:0097281	immune complex formation	1	0	0.38	14410	1.00000	1.00000	1
GO:0097296	activation of cysteine-type endopeptidas...	1	0	0.38	14411	1.00000	1.00000	1
GO:0097314	apoptosome assembly	1	0	0.38	14412	1.00000	1.00000	1
GO:0097323	B cell adhesion	1	0	0.38	14413	1.00000	1.00000	1
GO:0097325	melanocyte proliferation	5	0	1.91	14414	1.00000	1.00000	1
GO:0097326	melanocyte adhesion	1	0	0.38	14415	1.00000	1.00000	1
GO:0097327	response to antineoplastic agent	1	0	0.38	14416	1.00000	1.00000	1
GO:0097332	response to antipsychotic drug	1	0	0.38	14417	1.00000	1.00000	1
GO:0097370	protein O-GlcNAcylation via threonine	1	0	0.38	14418	1.00000	1.00000	1
GO:0097376	interneuron axon guidance	4	0	1.53	14419	1.00000	1.00000	1
GO:0097377	spinal cord interneuron axon guidance	3	0	1.15	14420	1.00000	1.00000	1
GO:0097378	dorsal spinal cord interneuron axon guid...	2	0	0.76	14421	1.00000	1.00000	1
GO:0097379	dorsal spinal cord interneuron posterior...	1	0	0.38	14422	1.00000	1.00000	1
GO:0097380	dorsal spinal cord interneuron anterior ...	1	0	0.38	14423	1.00000	1.00000	1
GO:0097497	blood vessel endothelial cell delaminati...	1	0	0.38	14424	1.00000	1.00000	1
GO:0097499	protein localization to non-motile ciliu...	13	0	4.97	14425	1.00000	1.00000	1
GO:0097500	receptor localization to non-motile cili...	5	0	1.91	14426	1.00000	1.00000	1
GO:0097510	base-excision repair, AP site formation ...	1	0	0.38	14427	1.00000	1.00000	1
GO:0097536	thymus epithelium morphogenesis	2	0	0.76	14428	1.00000	1.00000	1
GO:0097601	retina blood vessel maintenance	2	0	0.76	14429	1.00000	1.00000	1
GO:0097639	L-lysine import across plasma membrane	1	0	0.38	14430	1.00000	1.00000	1
GO:0097640	L-ornithine import across plasma membran...	1	0	0.38	14431	1.00000	1.00000	1
GO:0097646	calcitonin family receptor signaling pat...	9	0	3.44	14432	1.00000	1.00000	1
GO:0097647	amylin receptor signaling pathway	4	0	1.53	14433	1.00000	1.00000	1
GO:0097699	vascular endothelial cell response to fl...	1	0	0.38	14434	1.00000	1.00000	1
GO:0097712	vesicle targeting, trans-Golgi to perici...	1	0	0.38	14435	1.00000	1.00000	1
GO:0097742	de novo centriole assembly	6	0	2.29	14436	1.00000	1.00000	1
GO:0097744	renal urate salt excretion	3	0	1.15	14437	1.00000	1.00000	1
GO:0098535	de novo centriole assembly involved in m...	5	0	1.91	14438	1.00000	1.00000	1
GO:0098544	maintenance of protein complex location	1	0	0.38	14439	1.00000	1.00000	1
GO:0098583	learned vocalization behavior	3	0	1.15	14440	1.00000	1.00000	1
GO:0098630	aggregation of unicellular organisms	2	0	0.76	14441	1.00000	1.00000	1
GO:0098670	entry receptor-mediated virion attachmen...	1	0	0.38	14442	1.00000	1.00000	1
GO:0098694	regulation of synaptic vesicle budding f...	1	0	0.38	14443	1.00000	1.00000	1
GO:0098700	neurotransmitter loading into synaptic v...	8	0	3.06	14444	1.00000	1.00000	1
GO:0098705	copper ion import across plasma membrane	1	0	0.38	14445	1.00000	1.00000	1
GO:0098706	iron ion import across cell outer membra...	2	0	0.76	14446	1.00000	1.00000	1
GO:0098725	symmetric cell division	1	0	0.38	14447	1.00000	1.00000	1
GO:0098746	fast, calcium ion-dependent exocytosis o...	1	0	0.38	14448	1.00000	1.00000	1
GO:0098756	response to interleukin-21	1	0	0.38	14449	1.00000	1.00000	1
GO:0098757	cellular response to interleukin-21	1	0	0.38	14450	1.00000	1.00000	1
GO:0098784	biofilm matrix organization	1	0	0.38	14451	1.00000	1.00000	1
GO:0098786	biofilm matrix disassembly	1	0	0.38	14452	1.00000	1.00000	1
GO:0098829	intestinal folate absorption	1	0	0.38	14453	1.00000	1.00000	1
GO:0098874	spike train	1	0	0.38	14454	1.00000	1.00000	1
GO:0098886	modification of dendritic spine	2	0	0.76	14455	1.00000	1.00000	1
GO:0098905	regulation of bundle of His cell action ...	2	0	0.76	14456	1.00000	1.00000	1
GO:0098906	regulation of Purkinje myocyte action po...	1	0	0.38	14457	1.00000	1.00000	1
GO:0098907	regulation of SA node cell action potent...	3	0	1.15	14458	1.00000	1.00000	1
GO:0098910	regulation of atrial cardiac muscle cell...	4	0	1.53	14459	1.00000	1.00000	1
GO:0098923	retrograde trans-synaptic signaling by s...	1	0	0.38	14460	1.00000	1.00000	1
GO:0098924	retrograde trans-synaptic signaling by n...	1	0	0.38	14461	1.00000	1.00000	1
GO:0098925	retrograde trans-synaptic signaling by n...	1	0	0.38	14462	1.00000	1.00000	1
GO:0098928	presynaptic signal transduction	1	0	0.38	14463	1.00000	1.00000	1
GO:0098977	inhibitory chemical synaptic transmissio...	3	0	1.15	14464	1.00000	1.00000	1
GO:0098990	AMPA selective glutamate receptor signal...	2	0	0.76	14465	1.00000	1.00000	1
GO:0099011	neuronal dense core vesicle exocytosis	6	0	2.29	14466	1.00000	1.00000	1
GO:0099082	retrograde trans-synaptic signaling by n...	1	0	0.38	14467	1.00000	1.00000	1
GO:0099088	axonal transport of messenger ribonucleo...	1	0	0.38	14468	1.00000	1.00000	1
GO:0099109	potassium channel activating, G protein-...	1	0	0.38	14469	1.00000	1.00000	1
GO:0099123	somato-dendritic dopamine secretion	1	0	0.38	14470	1.00000	1.00000	1
GO:0099145	regulation of exocytic insertion of neur...	1	0	0.38	14471	1.00000	1.00000	1
GO:0099161	regulation of presynaptic dense core gra...	1	0	0.38	14472	1.00000	1.00000	1
GO:0099163	synaptic signaling by nitric oxide	2	0	0.76	14473	1.00000	1.00000	1
GO:0099180	zinc ion import into synaptic vesicle	2	0	0.76	14474	1.00000	1.00000	1
GO:0099185	postsynaptic intermediate filament cytos...	3	0	1.15	14475	1.00000	1.00000	1
GO:0099525	presynaptic dense core vesicle exocytosi...	5	0	1.91	14476	1.00000	1.00000	1
GO:0099538	synaptic signaling via neuropeptide	6	0	2.29	14477	1.00000	1.00000	1
GO:0099540	trans-synaptic signaling by neuropeptide	2	0	0.76	14478	1.00000	1.00000	1
GO:0099543	trans-synaptic signaling by soluble gas	1	0	0.38	14479	1.00000	1.00000	1
GO:0099548	trans-synaptic signaling by nitric oxide	1	0	0.38	14480	1.00000	1.00000	1
GO:0099551	trans-synaptic signaling by neuropeptide...	1	0	0.38	14481	1.00000	1.00000	1
GO:0099552	trans-synaptic signaling by lipid, modul...	5	0	1.91	14482	1.00000	1.00000	1
GO:0099553	trans-synaptic signaling by endocannabin...	5	0	1.91	14483	1.00000	1.00000	1
GO:0099554	trans-synaptic signaling by soluble gas,...	1	0	0.38	14484	1.00000	1.00000	1
GO:0099555	trans-synaptic signaling by nitric oxide...	1	0	0.38	14485	1.00000	1.00000	1
GO:0099557	trans-synaptic signaling by trans-synapt...	1	0	0.38	14486	1.00000	1.00000	1
GO:0099605	regulation of action potential firing ra...	1	0	0.38	14487	1.00000	1.00000	1
GO:0099606	microtubule plus-end directed mitotic ch...	1	0	0.38	14488	1.00000	1.00000	1
GO:0099607	lateral attachment of mitotic spindle mi...	2	0	0.76	14489	1.00000	1.00000	1
GO:0099608	regulation of action potential firing pa...	1	0	0.38	14490	1.00000	1.00000	1
GO:0099642	retrograde axonal protein transport	2	0	0.76	14491	1.00000	1.00000	1
GO:0100001	regulation of skeletal muscle contractio...	2	0	0.76	14492	1.00000	1.00000	1
GO:0106028	neuron projection retraction	2	0	0.76	14493	1.00000	1.00000	1
GO:0106040	regulation of GABA-A receptor activity	1	0	0.38	14494	1.00000	1.00000	1
GO:0106044	guanine deglycation	1	0	0.38	14495	1.00000	1.00000	1
GO:0106045	guanine deglycation, methylglyoxal remov...	1	0	0.38	14496	1.00000	1.00000	1
GO:0106046	guanine deglycation, glyoxal removal	1	0	0.38	14497	1.00000	1.00000	1
GO:0106047	polyamine deacetylation	1	0	0.38	14498	1.00000	1.00000	1
GO:0106048	spermidine deacetylation	1	0	0.38	14499	1.00000	1.00000	1
GO:0106088	regulation of cell adhesion involved in ...	1	0	0.38	14500	1.00000	1.00000	1
GO:0106089	negative regulation of cell adhesion inv...	1	0	0.38	14501	1.00000	1.00000	1
GO:0106091	glial cell projection elongation	3	0	1.15	14502	1.00000	1.00000	1
GO:0106134	positive regulation of cardiac muscle ce...	1	0	0.38	14503	1.00000	1.00000	1
GO:0106227	peptidyl-lysine glutarylation	1	0	0.38	14504	1.00000	1.00000	1
GO:0106342	omega-hydroxyceramide biosynthetic proce...	1	0	0.38	14505	1.00000	1.00000	1
GO:0106349	snRNA methylation	1	0	0.38	14506	1.00000	1.00000	1
GO:0106402	Lewis x epitope biosynthetic process	1	0	0.38	14507	1.00000	1.00000	1
GO:0110021	cardiac muscle myoblast proliferation	3	0	1.15	14508	1.00000	1.00000	1
GO:0110022	regulation of cardiac muscle myoblast pr...	3	0	1.15	14509	1.00000	1.00000	1
GO:0110024	positive regulation of cardiac muscle my...	3	0	1.15	14510	1.00000	1.00000	1
GO:0110051	metabolite repair	1	0	0.38	14511	1.00000	1.00000	1
GO:0110077	vesicle-mediated intercellular transport	3	0	1.15	14512	1.00000	1.00000	1
GO:0110111	negative regulation of animal organ morp...	2	0	0.76	14513	1.00000	1.00000	1
GO:0110114	negative regulation of lipid transporter...	1	0	0.38	14514	1.00000	1.00000	1
GO:0110155	NAD-cap decapping	3	0	1.15	14515	1.00000	1.00000	1
GO:0120006	regulation of glutamatergic neuron diffe...	2	0	0.76	14516	1.00000	1.00000	1
GO:0120007	negative regulation of glutamatergic neu...	1	0	0.38	14517	1.00000	1.00000	1
GO:0120008	positive regulation of glutamatergic neu...	1	0	0.38	14518	1.00000	1.00000	1
GO:0120042	negative regulation of macrophage prolif...	1	0	0.38	14519	1.00000	1.00000	1
GO:0120049	snRNA (adenine-N6)-methylation	2	0	0.76	14520	1.00000	1.00000	1
GO:0120054	intestinal motility	3	0	1.15	14521	1.00000	1.00000	1
GO:0120055	small intestinal transit	2	0	0.76	14522	1.00000	1.00000	1
GO:0120056	large intestinal transit	1	0	0.38	14523	1.00000	1.00000	1
GO:0120057	regulation of small intestinal transit	2	0	0.76	14524	1.00000	1.00000	1
GO:0120058	positive regulation of small intestinal ...	2	0	0.76	14525	1.00000	1.00000	1
GO:0120063	stomach smooth muscle contraction	1	0	0.38	14526	1.00000	1.00000	1
GO:0120064	stomach pylorus smooth muscle contractio...	1	0	0.38	14527	1.00000	1.00000	1
GO:0120065	pyloric antrum smooth muscle contraction	1	0	0.38	14528	1.00000	1.00000	1
GO:0120071	regulation of pyloric antrum smooth musc...	1	0	0.38	14529	1.00000	1.00000	1
GO:0120072	positive regulation of pyloric antrum sm...	1	0	0.38	14530	1.00000	1.00000	1
GO:0120093	regulation of peptidyl-lysine crotonylat...	1	0	0.38	14531	1.00000	1.00000	1
GO:0120094	negative regulation of peptidyl-lysine c...	1	0	0.38	14532	1.00000	1.00000	1
